date,sales,day_of_week,month,lag_1,lag_7,rolling_mean_7,current_stock,reorder_flag,recommended_order_qty
2023-10-16,57.37,0,10,57.21,57.74,51.85285714285715,-9999.949999999997,True,10247.837462509808
2023-10-17,52.06,1,10,57.37,57.92,51.01571428571429,-10052.009999999997,True,10299.897462509807
2023-10-18,49.07,2,10,52.06,45.22,51.565714285714286,-10101.079999999996,True,10348.967462509807
2023-10-19,45.62,3,10,49.07,52.73,50.550000000000004,-10146.699999999997,True,10394.587462509808
2023-10-20,46.41,4,10,45.62,41.55,51.24428571428571,-10193.109999999997,True,10440.997462509808
2023-10-21,54.75,5,10,46.41,50.97,51.784285714285716,-10247.859999999997,True,10495.747462509808
2023-10-22,57.29,6,10,54.75,57.21,51.79571428571428,-10305.149999999998,True,10553.037462509808
2023-10-23,55.21,0,10,57.29,57.37,51.48714285714285,-10360.359999999997,True,10608.247462509808
2023-10-24,57.4,1,10,55.21,52.06,52.25,-10417.759999999997,True,10665.647462509807
2023-10-25,51.39,2,10,57.4,49.07,52.58142857142857,-10469.149999999996,True,10717.037462509807
2023-10-26,50.31,3,10,51.39,45.62,53.25142857142857,-10519.459999999995,True,10767.347462509806
2023-10-27,50.84,4,10,50.31,46.41,53.88428571428572,-10570.299999999996,True,10818.187462509806
2023-10-28,50.48,5,10,50.84,54.75,53.27428571428572,-10620.779999999995,True,10868.667462509806
2023-10-29,55.31,6,10,50.48,57.29,52.99142857142857,-10676.089999999995,True,10923.977462509805
2023-10-30,60.3,0,10,55.31,55.21,53.71857142857143,-10736.389999999994,True,10984.277462509805
2023-10-31,57.3,1,10,60.3,57.4,53.70428571428571,-10793.689999999993,True,11041.577462509804
2023-11-01,51.17,2,11,57.3,51.39,53.67285714285714,-10844.859999999993,True,11092.747462509804
2023-11-02,48.99,3,11,51.17,50.31,53.48428571428571,-10893.849999999993,True,11141.737462509804
2023-11-03,53.55,4,11,48.99,50.84,53.871428571428574,-10947.399999999992,True,11195.287462509803
2023-11-04,51.96,5,11,53.55,50.48,54.082857142857144,-10999.359999999991,True,11247.247462509802
2023-11-05,59.4,6,11,51.96,55.31,54.667142857142856,-11058.759999999991,True,11306.647462509802
2023-11-06,58.22,0,11,59.4,60.3,54.37,-11116.97999999999,True,11364.867462509801
2023-11-07,55.58,1,11,58.22,57.3,54.124285714285705,-11172.55999999999,True,11420.447462509801
2023-11-08,55.3,2,11,55.58,51.17,54.714285714285715,-11227.85999999999,True,11475.7474625098
2023-11-09,51.89,3,11,55.3,48.99,55.128571428571426,-11279.749999999989,True,11527.6374625098
2023-11-10,52.93,4,11,51.89,53.55,55.04,-11332.67999999999,True,11580.5674625098
2023-11-11,58.42,5,11,52.93,51.96,55.962857142857146,-11391.09999999999,True,11638.9874625098
2023-11-12,58.59,6,11,58.42,59.4,55.84714285714285,-11449.68999999999,True,11697.5774625098
2023-11-13,61.65,0,11,58.59,58.22,56.33714285714286,-11511.33999999999,True,11759.2274625098
2023-11-14,56.07,1,11,61.65,55.58,56.40714285714286,-11567.409999999989,True,11815.2974625098
2023-11-15,53.75,2,11,56.07,55.3,56.18571428571429,-11621.159999999989,True,11869.0474625098
2023-11-16,49.79,3,11,53.75,51.89,55.88571428571429,-11670.94999999999,True,11918.8374625098
2023-11-17,51.55,4,11,49.79,52.93,55.68857142857143,-11722.499999999989,True,11970.3874625098
2023-11-18,57.06,5,11,51.55,58.42,55.49428571428571,-11779.559999999989,True,12027.4474625098
2023-11-19,56.84,6,11,57.06,58.59,55.244285714285716,-11836.399999999989,True,12084.2874625098
2023-11-20,66.65,0,11,56.84,61.65,55.95857142857143,-11903.049999999988,True,12150.937462509799
2023-11-21,54.76,1,11,66.65,56.07,55.77142857142858,-11957.809999999989,True,12205.6974625098
2023-11-22,49.9,2,11,54.76,53.75,55.221428571428575,-12007.709999999988,True,12255.597462509799
2023-11-23,54.42,3,11,49.9,49.79,55.88285714285714,-12062.129999999988,True,12310.017462509799
2023-11-24,54.4,4,11,54.42,51.55,56.290000000000006,-12116.529999999988,True,12364.417462509798
2023-11-25,57.92,5,11,54.4,57.06,56.41285714285715,-12174.449999999988,True,12422.337462509799
2023-11-26,61.95,6,11,57.92,56.84,57.142857142857146,-12236.399999999989,True,12484.2874625098
2023-11-27,61.1,0,11,61.95,66.65,56.35000000000001,-12297.499999999989,True,12545.3874625098
2023-11-28,55.85,1,11,61.1,54.76,56.505714285714284,-12353.34999999999,True,12601.2374625098
2023-11-29,54.54,2,11,55.85,49.9,57.16857142857143,-12407.88999999999,True,12655.7774625098
2023-11-30,49.69,3,11,54.54,54.42,56.49285714285714,-12457.57999999999,True,12705.467462509801
2023-12-01,55.72,4,12,49.69,54.4,56.68142857142857,-12513.29999999999,True,12761.1874625098
2023-12-02,56.37,5,12,55.72,57.92,56.459999999999994,-12569.669999999991,True,12817.557462509802
2023-12-03,58.36,6,12,56.37,61.95,55.94714285714286,-12628.029999999992,True,12875.917462509802
2023-12-04,60.94,0,12,58.36,61.1,55.92428571428571,-12688.969999999992,True,12936.857462509803
2023-12-05,60.55,1,12,60.94,55.85,56.59571428571429,-12749.519999999991,True,12997.407462509802
2023-12-06,53.39,2,12,60.55,54.54,56.43142857142857,-12802.90999999999,True,13050.797462509801
2023-12-07,50.02,3,12,53.39,49.69,56.478571428571435,-12852.929999999991,True,13100.817462509802
2023-12-08,54.29,4,12,50.02,55.72,56.27428571428571,-12907.219999999992,True,13155.107462509803
2023-12-09,58.32,5,12,54.29,56.37,56.55285714285714,-12965.539999999992,True,13213.427462509802
2023-12-10,60.08,6,12,58.32,58.36,56.798571428571435,-13025.619999999992,True,13273.507462509802
2023-12-11,61.26,0,12,60.08,60.94,56.84428571428572,-13086.879999999992,True,13334.767462509802
2023-12-12,60.78,1,12,61.26,60.55,56.87714285714286,-13147.659999999993,True,13395.547462509803
2023-12-13,51.51,2,12,60.78,53.39,56.60857142857143,-13199.169999999993,True,13447.057462509803
2023-12-14,49.03,3,12,51.51,50.02,56.46714285714286,-13248.199999999993,True,13496.087462509804
2023-12-15,52.18,4,12,49.03,54.29,56.16571428571429,-13300.379999999994,True,13548.267462509804
2023-12-16,57.71,5,12,52.18,58.32,56.07857142857143,-13358.089999999993,True,13605.977462509803
2023-12-17,63.3,6,12,57.71,60.08,56.53857142857144,-13421.389999999992,True,13669.277462509803
2023-12-18,67.87,0,12,63.3,61.26,57.48285714285714,-13489.259999999993,True,13737.147462509804
2023-12-19,63.42,1,12,67.87,60.78,57.86,-13552.679999999993,True,13800.567462509804
2023-12-20,56.14,2,12,63.42,51.51,58.52142857142858,-13608.819999999992,True,13856.707462509803
2023-12-21,53.97,3,12,56.14,49.03,59.22714285714285,-13662.789999999992,True,13910.677462509802
2023-12-22,52.09,4,12,53.97,52.18,59.214285714285715,-13714.879999999992,True,13962.767462509802
2023-12-23,59.07,5,12,52.09,57.71,59.40857142857143,-13773.949999999992,True,14021.837462509802
2023-12-24,62.27,6,12,59.07,63.3,59.26142857142857,-13836.219999999992,True,14084.107462509803
2023-12-25,65.18,0,12,62.27,67.87,58.87714285714286,-13901.399999999992,True,14149.287462509803
2023-12-26,59.14,1,12,65.18,63.42,58.26571428571429,-13960.539999999992,True,14208.427462509802
2023-12-27,58.95,2,12,59.14,56.14,58.667142857142856,-14019.489999999993,True,14267.377462509803
2023-12-28,59.39,3,12,58.95,53.97,59.441428571428574,-14078.879999999992,True,14326.767462509802
2023-12-29,55.54,4,12,59.39,52.09,59.934285714285714,-14134.419999999993,True,14382.307462509803
2023-12-30,61.1,5,12,55.54,59.07,60.22428571428571,-14195.519999999993,True,14443.407462509804
2023-12-31,65.98,6,12,61.1,62.27,60.75428571428572,-14261.499999999993,True,14509.387462509803
